ID,PARAM,Date,year,month,day,Value
00XX000,2,2012/03/20,2012,3,20,0.943
00XX000,2,2012/03/21,2012,3,21,0.869
00XX000,2,2012/03/22,2012,3,22,0.823
00XX000,2,2012/03/23,2012,3,23,0.792
00XX000,2,2012/03/24,2012,3,24,0.751
00XX000,2,2012/03/25,2012,3,25,0.769
00XX000,2,2012/03/26,2012,3,26,0.915
00XX000,2,2012/03/27,2012,3,27, 1.02
00XX000,2,2012/03/28,2012,3,28, 1.44
00XX000,2,2012/03/29,2012,3,29, 2.32
00XX000,2,2012/03/30,2012,3,30, 2.09
00XX000,2,2012/03/31,2012,3,31, 1.77
00XX000,2,2012/04/01,2012,4,1,  1.5
00XX000,2,2012/04/02,2012,4,2, 1.37
00XX000,2,2012/04/03,2012,4,3, 1.41
00XX000,2,2012/04/04,2012,4,4, 1.52
00XX000,2,2012/04/05,2012,4,5, 1.42
00XX000,2,2012/04/06,2012,4,6, 1.32
00XX000,2,2012/04/07,2012,4,7, 1.24
00XX000,2,2012/04/08,2012,4,8, 1.23
00XX000,2,2012/04/09,2012,4,9, 1.43
00XX000,2,2012/04/10,2012,4,10, 2.15
00XX000,2,2012/04/11,2012,4,11, 2.93
00XX000,2,2012/04/12,2012,4,12, 3.03
00XX000,2,2012/04/13,2012,4,13,    3
00XX000,2,2012/04/14,2012,4,14, 2.89
00XX000,2,2012/04/15,2012,4,15, 2.77
00XX000,2,2012/04/16,2012,4,16,  2.8
00XX000,2,2012/04/17,2012,4,17, 2.93
00XX000,2,2012/04/18,2012,4,18,  2.7
00XX000,2,2012/04/19,2012,4,19,  NaN
00XX000,2,2012/04/20,2012,4,20,  NaN
00XX000,2,2012/04/21,2012,4,21,  NaN
00XX000,2,2012/04/22,2012,4,22,  NaN
00XX000,2,2012/04/23,2012,4,23,  NaN
00XX000,2,2012/04/24,2012,4,24,  NaN
00XX000,2,2012/04/25,2012,4,25,  NaN
00XX000,2,2012/04/26,2012,4,26,  NaN
00XX000,2,2012/04/27,2012,4,27,  NaN
00XX000,2,2012/04/28,2012,4,28,  NaN
00XX000,2,2012/04/29,2012,4,29,  NaN
00XX000,2,2012/04/30,2012,4,30,  NaN
00XX000,2,2012/05/01,2012,5,1,  NaN
00XX000,2,2012/05/02,2012,5,2,  NaN
00XX000,2,2012/05/03,2012,5,3,  NaN
00XX000,2,2012/05/04,2012,5,4,  NaN
00XX000,2,2012/05/05,2012,5,5,  NaN
00XX000,2,2012/05/06,2012,5,6,  NaN
00XX000,2,2012/05/07,2012,5,7,  NaN
00XX000,2,2012/05/08,2012,5,8,  NaN
00XX000,2,2012/05/09,2012,5,9,  NaN
00XX000,2,2012/05/10,2012,5,10,  NaN
00XX000,2,2012/05/11,2012,5,11,  NaN
00XX000,2,2012/05/12,2012,5,12,  NaN
00XX000,2,2012/05/13,2012,5,13,  NaN
00XX000,2,2012/05/14,2012,5,14,  NaN
00XX000,2,2012/05/15,2012,5,15,  NaN
00XX000,2,2012/05/16,2012,5,16,  NaN
00XX000,2,2012/05/17,2012,5,17,  NaN
00XX000,2,2012/05/18,2012,5,18,  NaN
00XX000,2,2012/05/19,2012,5,19,  NaN
00XX000,2,2012/05/20,2012,5,20,  NaN
00XX000,2,2012/05/21,2012,5,21,  NaN
00XX000,2,2012/05/22,2012,5,22,  NaN
00XX000,2,2012/05/23,2012,5,23,  NaN
00XX000,2,2012/05/24,2012,5,24,  NaN
00XX000,2,2012/05/25,2012,5,25,  NaN
00XX000,2,2012/05/26,2012,5,26,  NaN
00XX000,2,2012/05/27,2012,5,27,  NaN
00XX000,2,2012/05/28,2012,5,28,  NaN
00XX000,2,2012/05/29,2012,5,29, 4.75
00XX000,2,2012/05/30,2012,5,30, 4.38
00XX000,2,2012/05/31,2012,5,31, 4.61
00XX000,2,2012/06/01,2012,6,1, 6.22
00XX000,2,2012/06/02,2012,6,2, 6.51
00XX000,2,2012/06/03,2012,6,3, 5.35
00XX000,2,2012/06/04,2012,6,4, 4.62
00XX000,2,2012/06/05,2012,6,5, 4.53
00XX000,2,2012/06/06,2012,6,6, 4.44
00XX000,2,2012/06/07,2012,6,7, 4.26
00XX000,2,2012/06/08,2012,6,8, 4.56
00XX000,2,2012/06/09,2012,6,9, 4.04
00XX000,2,2012/06/10,2012,6,10, 3.87
00XX000,2,2012/06/11,2012,6,11, 4.28
00XX000,2,2012/06/12,2012,6,12, 5.08
00XX000,2,2012/06/13,2012,6,13, 5.53
00XX000,2,2012/06/14,2012,6,14, 5.24
00XX000,2,2012/06/15,2012,6,15, 4.57
00XX000,2,2012/06/16,2012,6,16, 5.53
00XX000,2,2012/06/17,2012,6,17, 7.43
00XX000,2,2012/06/18,2012,6,18, 6.58
00XX000,2,2012/06/19,2012,6,19, 5.32
00XX000,2,2012/06/20,2012,6,20, 4.93
00XX000,2,2012/06/21,2012,6,21, 5.53
00XX000,2,2012/06/22,2012,6,22, 6.03
00XX000,2,2012/06/23,2012,6,23,  6.4
00XX000,2,2012/06/24,2012,6,24, 5.94
00XX000,2,2012/06/25,2012,6,25, 5.07
00XX000,2,2012/06/26,2012,6,26,    5
00XX000,2,2012/06/27,2012,6,27, 4.78
00XX000,2,2012/06/28,2012,6,28, 4.91
00XX000,2,2012/06/29,2012,6,29,  5.9
00XX000,2,2012/06/30,2012,6,30,  6.8
00XX000,2,2012/07/01,2012,7,1, 7.63
